nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
187.35776046663523,237.88607597351074,185.82488675974307,236.87357425689697,186.42055277153847,238.01465034484863,195.2810556292534,188.58989238739014,193.26841181516647,198.5896396636963,280.07758712768555,183.967924118042,211.5522984266281,196.79184436798096,338.84268379211426,321.0541820526123,320.9875545501709,313.9606189727783,347.7145586013794,436.65804862976074,285.6813941001892,429.22242164611816,406.10303020477295,232.09782600402832,364.72920513153076,250.0114345550537,492.5871047973633,314.2764472961426,411.4283666610718,316.54306411743164,582.9736289978027,365.80833435058594,557.1775302886962,360.69519996643066
84.81255359089315,280.3546759288416,96.77044029220139,264.57011244159594,83.98210695835856,264.6007241258262,145.48139447005343,253.27465738103456,119.20304284535385,254.64009002708363,249.0607199721087,282.89662904785035,144.18535554516765,283.97330698417534,381.00533665715307,336.95633342088934,186.99320070147115,345.31921800191617,359.39918175746277,453.91395576412515,178.621555901622,437.0123845669407,393.12115061372833,296.1555057358748,344.56792722578444,298.64632221012647,498.60209226751226,355.61622936517034,447.6899684806141,337.58854211141454,583.5788910270455,356.5602729858639,510.81758946630976,350.2079782697642
83.40920562249347,315.69570312951356,93.55501363217019,301.0464585812969,80.90360740133437,300.6677423342872,143.67795246346975,285.28289734532115,112.94451376160981,287.5800859574033,245.48745421197805,319.60347860869825,146.08037283047008,302.8021400639915,381.15812620046023,339.87187215422097,186.10980702303598,354.79035976997943,364.05941953390504,441.3543728596294,181.33111878778345,441.2298312062887,408.8875249043136,325.42853368486027,352.28033879053436,318.9909983874278,498.4468049359542,357.85005120102664,416.03138766003894,335.85922410363554,583.1168232581587,356.80853665355755,512.4312576984323,352.45937713788817
82.8562056701156,333.4826478601859,91.76057644640484,319.1342898679952,79.64818886138774,318.08720719797753,143.9607501644323,306.1169700432474,111.89132666929447,303.6827959914511,235.2902483978826,329.51884961123073,146.66344246830056,312.40525997676133,376.2914851933348,336.6562761045983,181.82598228519035,342.231126781545,364.69572977454027,443.31627117669973,184.40220482560437,440.0343059165791,410.36398554289076,331.1853953115894,355.1840165387979,321.3888920720425,500.1556899911978,362.6868727055358,421.22121810001266,333.15899396651764,579.1658767761865,359.28118922773274,534.1645434260479,346.7263306086305
85.84378600249063,355.92130177320246,93.672365305337,340.76933570561584,81.8994085478275,339.66512052345087,144.47212045197261,323.33701183098,116.86561180688498,321.36752659734634,235.3566098055715,338.4450035066498,155.77927583967627,325.44105212050886,380.937145564594,324.46211580830436,184.5173510092032,331.8332680642074,361.945531339081,441.2829230732618,185.47724750626514,433.3096287150415,410.768758652111,345.66901947943495,364.0982372028688,334.3925410446725,501.1557331394427,367.63434488285077,424.07517549256846,329.61740754571963,578.3648952949329,364.9384483951037,534.1697009264865,347.9160869963082
76.38722339345459,363.00420529077917,88.28606732981251,350.01145970177055,77.96554687261934,349.9359175721947,143.38150792190953,332.15541999761126,115.09638556599022,330.77963553543293,224.83020736187004,344.088023702497,155.11054857228635,327.7513707683466,380.69441389238085,325.0886468284002,191.08907775731004,321.3556107348264,357.47720556916175,438.88193842160695,187.8808333939063,430.223127712282,413.6416251298904,352.3049380914622,368.93580107894866,338.47976509723566,507.59269625014565,368.95762304234665,432.5767578646992,334.62280441937287,577.786510598094,362.6668874256093,543.0321341605664,348.2429622348602
75.00543820314977,369.29193712215744,86.82911186345069,355.28209711875706,77.0804525172854,354.220758567519,142.1496472521606,338.9804413077596,115.56416502118691,336.1888179641379,225.34208352513753,351.35044590308075,154.27564402230868,336.7215676024253,380.5096951141597,329.6853107159056,207.92954866173125,318.9854275690149,355.25440747719347,439.04067465125206,188.05596909583238,427.80471377781157,412.01825800357193,356.0836942534857,366.40957338602584,340.57576295101046,507.5679263292983,372.8367751590276,438.66538972756985,341.29448921285285,578.6792791732902,362.0827102810225,545.3048242824409,349.35746093842073
79.92844157823316,378.46006419482285,88.42143032325622,361.0197256834248,78.25049010311368,359.8224814520902,144.09878572094362,345.7620140522306,114.80476669430796,343.2778945726535,224.90726096271376,357.265108680637,153.8972223845559,340.3626392971468,379.11888536246187,328.51584417398806,205.65413701787458,321.66630023333664,354.20871317876873,439.09992534060956,190.3481651930713,428.37130098173526,411.23696231268855,359.38326356647883,367.38713305906225,342.5927723117768,513.6069150572556,374.0435616273651,450.6913569464188,347.84423791350923,581.2432606344363,361.19069221230575,548.9591637861613,349.53418275033977
80.15275581442742,384.10819329977545,89.7548960276695,369.0950257639405,80.3276122635328,368.62416141551427,144.91432114092984,352.598944723758,117.07481402353868,349.4508761678436,225.70892408182567,365.3296785701645,155.5339283047805,344.4632790918477,376.43953498893916,328.81271929447473,215.6945347899109,319.45835371417434,352.97825738595975,439.10798652230295,193.3977736794855,428.86047816965004,415.0661775219329,363.85559805003976,370.81828880354004,345.9269398239469,517.24941557754,374.5094431635488,453.6969215659977,349.78864588246233,583.9994171070144,361.2957950934299,549.598583386907,349.2880363431454
80.82628408966099,391.7857373934814,89.13291939413614,375.32037881537303,80.86194743691992,374.36517135671346,144.82885157916616,358.17236328883484,119.20788732081682,354.5232047422813,225.9397251588419,370.61711421010256,155.99561618469968,350.0868509070645,376.98061184142057,331.3412807447651,199.94058737270538,316.25384356773145,352.71769940763113,439.36349990105555,230.75734349918073,411.66680699305545,414.5370677921219,365.8685581754965,370.76199396267646,347.0738399669428,516.47261807398,376.15450543501265,458.07285313464547,352.4985993173267,587.3779971059045,360.9679541403704,547.6875665140514,351.87798350477243
