nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
112.37753052853478,114.43892657180636,120.17255940288105,110.0364813743093,106.29561629252365,109.196446447911,127.55583737482598,116.74663277330474,98.36078008040073,114.17363487959528,138.47497177234771,152.3338283212234,77.74280800845708,145.48715260535226,142.65028771340008,201.09235351998808,65.16598409016251,196.80923433052968,155.757609185505,241.26773170931367,50.95614695198428,244.12790810124017,123.37395539197183,241.87097070661457,82.16440416120939,240.33882991323506,126.56043831226442,293.5371795409306,84.49176557280725,291.5971502226803,154.23063968648572,256.8719300512983,51.544086642733944,259.52682107748024
112.14766270316636,114.54431216859854,120.01198466285577,110.10490259401524,105.96570791798933,109.33841315673197,127.5858985140322,116.51467346372618,98.21993958616562,114.15643259319329,138.6355686998582,152.34336079136204,77.79579952717856,146.90338005526257,144.20072275508065,200.85603102691908,64.5781643613353,199.98881928570796,160.60114195547138,244.02813391242222,51.39041973008335,246.84878757580677,122.93878942072926,242.5650641273736,82.82909303994076,241.00427611222537,125.05530963643739,293.85385263181104,84.1246213360527,294.43280203152943,153.87562146873898,261.66118897756303,52.290290045341834,265.0103450580212
112.14945521988514,114.54293958440559,120.01274784371971,110.10348673748993,105.96629830796749,109.33985110893693,127.58863640975842,116.51445975226098,98.22254637444057,114.16235558626491,138.63759938095353,152.35112148612825,77.81380055268471,146.9231887953681,144.20195994982822,200.86623106852295,64.57577953563401,199.9970022364151,160.61667127853784,244.05144806319393,51.390147424594126,246.87171571530243,122.96296315702067,242.58503076367407,82.85128944505351,241.01866362831623,125.11177733917634,293.8500053765834,84.14264432815354,294.431958896927,153.88769556580243,261.680513419292,52.290629355864255,265.01810408389866
111.7311326180044,114.85771083018379,119.40152083289173,110.31802916119,105.565399286111,109.67330121643828,127.21011791377498,116.50450133316797,97.74695313373387,114.5081653516753,139.16236313853895,152.18288083696498,77.4543897134494,146.86725755832816,144.69410809056666,200.88540211760778,66.32255712375562,198.4451712733831,161.1096993158288,239.4211281535808,53.40887944288043,246.1405552563418,123.04604206605508,243.3143008910386,82.07737006553529,241.7707861638716,125.2734771760644,293.8121641386137,76.92850508562339,289.3151295929186,156.3303890936586,257.4462593630616,54.039713544947425,266.1180771348545
111.7311320892388,114.85770525850971,119.40152031029419,110.31802358586539,105.56539875238737,109.67329564059523,127.21011739745661,116.50449576281812,97.74695259372312,114.50815977972015,139.16236263183183,152.18287529530537,77.45438915712072,146.8672520123941,144.6941075883078,200.8853966151116,66.32255655847543,198.4451657689246,161.10969882677028,239.42112268207256,53.408878867215904,246.14054979023683,123.04604154638822,243.31429542266102,82.07736951292408,241.77078069425275,125.27347665818874,293.81215871084316,76.92850452887178,289.31512416153186,156.33038860075686,257.446253906048,54.03971296979015,266.1180716848142
111.24114609352601,115.00416404239019,118.78489113435216,110.5760729932354,105.44152355787227,109.83925944801494,126.67818165399598,116.28785854807025,97.69710636738971,114.63792449466395,139.0833554324191,151.16842037637187,78.20654488227332,146.49326569043953,144.13710928521817,199.8631740227874,68.03265786797519,197.18899017729126,161.95798492974276,237.06135755898458,55.72735882442974,247.76598936430887,123.3649883327976,241.37349134800854,83.29736686365789,240.1198912274753,125.15610313991047,293.3441019661355,82.63002253192253,288.95944124534947,156.75694561551927,256.0521054874343,54.90684962910931,264.37459236480134
111.89644028224961,115.22723573626443,119.09886663005419,109.75391629213351,105.65671258259562,108.86980321820218,126.65171084308678,117.43721672340007,97.99182906003882,115.47839773048707,139.5086034054111,150.86671475709676,78.34310736021175,146.905205120949,144.11388785972935,199.69670525076955,67.50176897637353,197.73453821443496,163.3594453260375,227.8052652041658,56.16304056281659,251.78775411445042,126.36678006641107,239.91128827708636,85.8778817503757,238.59941059317157,127.75482440322129,287.4811008578297,79.29205072948827,283.32954837419527,152.5528796037006,256.5198477157795,56.435978188734936,265.6539295845902
111.23793727571945,116.91540046775215,118.22268078320599,111.0773131327811,105.00051631963468,111.17067997871285,126.29047341511249,117.11181303734118,96.9937629772502,115.89009970962107,138.57274391490614,150.21217045195542,77.89644112942227,147.4507085560371,142.93732561255533,198.93954496341672,67.21562400844842,197.61246444867584,159.15893602890884,222.7600124122465,53.66594979929468,248.92685572308005,124.99366100959881,241.6255547463762,85.28446946203177,240.4114556088755,127.96398124370282,289.7241585476836,80.39000720125553,285.07735398117325,151.07378744517402,247.3268591542265,56.46552980922248,264.95187015851786
110.54761492913468,116.69810997925687,118.10740908604156,110.65001955852217,104.91931490050685,110.58521902446405,125.66629294469146,116.8881347403935,96.81536349835432,115.50446551254656,138.62246218711155,150.08351024987155,77.25630350975204,147.47412441905232,142.84857476928178,199.54059142458533,66.65141349528608,199.17412228212203,159.87758777107533,224.82382913497105,54.741028762003914,252.21321122060715,125.19585927339465,242.3409419451642,84.59058715079671,241.2291290578076,130.30714164666978,286.2485009374977,71.89639327883374,282.7348555143363,150.6976955838078,249.69615186125506,56.83045963786234,267.14697167164326
111.73251711420333,117.32384567760693,117.97446988115969,111.13325255989453,105.10815745127638,110.52237899234417,124.94034506754477,117.04898138398006,96.1964526449684,115.40285287123382,137.14095619710903,150.49036626317084,75.88287369342189,146.11910308494035,140.17396064034887,197.72089925610996,67.44311636417866,199.6363591353829,159.2962902497594,217.18892743126065,55.21774845376125,254.0402707552584,126.21305702391898,242.07773022088065,84.98244191650525,241.50619005601328,133.09362802662312,287.53316467806036,73.83171037358474,284.49604121869584,62.168534809057405,268.0135954462198,57.04073321972687,268.0812710945691
